PointNet(
  (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(64, 128, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(128, 1024, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1024, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=40, bias=True)
)
Train: 0, time: 7.665012, loss: 2.873597, train acc: 0.376859, train avg acc: 0.216981
Validation: 0, time: 7.665012, loss: 2.288756, validation acc: 0.579632, validation avg acc: 0.375379
Train: 1, time: 7.683667, loss: 2.428704, train acc: 0.540892, train avg acc: 0.355897
Validation: 1, time: 7.683667, loss: 2.051808, validation acc: 0.696641, validation avg acc: 0.511574
Train: 2, time: 7.781914, loss: 2.283431, train acc: 0.599907, train avg acc: 0.429971
Validation: 2, time: 7.781914, loss: 1.946130, validation acc: 0.739437, validation avg acc: 0.567668
Train: 3, time: 7.705348, loss: 2.196207, train acc: 0.634526, train avg acc: 0.473453
Validation: 3, time: 7.705348, loss: 1.909517, validation acc: 0.761647, validation avg acc: 0.613739
Train: 4, time: 7.722380, loss: 2.127930, train acc: 0.665079, train avg acc: 0.513901
Validation: 4, time: 7.722380, loss: 1.868090, validation acc: 0.758938, validation avg acc: 0.617936
Train: 5, time: 7.772763, loss: 2.087896, train acc: 0.677277, train avg acc: 0.527659
Validation: 5, time: 7.772763, loss: 1.820163, validation acc: 0.788732, validation avg acc: 0.657221
Train: 6, time: 7.704993, loss: 2.053302, train acc: 0.691914, train avg acc: 0.547175
Validation: 6, time: 7.704993, loss: 1.814042, validation acc: 0.786024, validation avg acc: 0.647748
Train: 7, time: 7.738862, loss: 2.028356, train acc: 0.701905, train avg acc: 0.563639
Validation: 7, time: 7.738862, loss: 1.815460, validation acc: 0.782774, validation avg acc: 0.644804
Train: 8, time: 7.678581, loss: 2.005051, train acc: 0.713987, train avg acc: 0.579306
Validation: 8, time: 7.678581, loss: 1.756643, validation acc: 0.832611, validation avg acc: 0.737309
Train: 9, time: 7.686119, loss: 1.980317, train acc: 0.725139, train avg acc: 0.592764
Validation: 9, time: 7.686119, loss: 1.792612, validation acc: 0.793066, validation avg acc: 0.668680
Train: 10, time: 7.657243, loss: 1.972995, train acc: 0.728625, train avg acc: 0.596470
Validation: 10, time: 7.657243, loss: 1.746664, validation acc: 0.819068, validation avg acc: 0.689710
Train: 11, time: 7.598401, loss: 1.951153, train acc: 0.740125, train avg acc: 0.616327
Validation: 11, time: 7.598401, loss: 1.723873, validation acc: 0.828819, validation avg acc: 0.722430
Train: 12, time: 7.882689, loss: 1.946237, train acc: 0.738615, train avg acc: 0.613557
Validation: 12, time: 7.882689, loss: 1.711968, validation acc: 0.833153, validation avg acc: 0.729392
Train: 13, time: 7.572375, loss: 1.920302, train acc: 0.749071, train avg acc: 0.627143
Validation: 13, time: 7.572375, loss: 1.709688, validation acc: 0.832069, validation avg acc: 0.726771
Train: 14, time: 7.690774, loss: 1.908416, train acc: 0.756273, train avg acc: 0.637576
Validation: 14, time: 7.690774, loss: 1.728636, validation acc: 0.826652, validation avg acc: 0.714529
Train: 15, time: 7.749513, loss: 1.902815, train acc: 0.757086, train avg acc: 0.637236
Validation: 15, time: 7.749513, loss: 1.701527, validation acc: 0.848321, validation avg acc: 0.762066
Train: 16, time: 7.819967, loss: 1.883811, train acc: 0.765799, train avg acc: 0.648491
Validation: 16, time: 7.819967, loss: 1.670905, validation acc: 0.861322, validation avg acc: 0.766178
Train: 17, time: 7.778669, loss: 1.877428, train acc: 0.767309, train avg acc: 0.651608
Validation: 17, time: 7.778669, loss: 1.689017, validation acc: 0.842362, validation avg acc: 0.740848
Train: 18, time: 7.629323, loss: 1.878296, train acc: 0.764521, train avg acc: 0.650570
Validation: 18, time: 7.629323, loss: 1.676649, validation acc: 0.846696, validation avg acc: 0.762873
Train: 19, time: 7.699615, loss: 1.857634, train acc: 0.773467, train avg acc: 0.658985
Validation: 19, time: 7.699615, loss: 1.704163, validation acc: 0.841820, validation avg acc: 0.738391
Train: 20, time: 7.719709, loss: 1.855421, train acc: 0.776603, train avg acc: 0.660779
Validation: 20, time: 7.719709, loss: 1.681792, validation acc: 0.853738, validation avg acc: 0.753826
Train: 21, time: 7.650180, loss: 1.856693, train acc: 0.778927, train avg acc: 0.670642
Validation: 21, time: 7.650180, loss: 1.694040, validation acc: 0.853196, validation avg acc: 0.757494
Train: 22, time: 7.678806, loss: 1.857090, train acc: 0.776138, train avg acc: 0.666114
Validation: 22, time: 7.678806, loss: 1.686640, validation acc: 0.845612, validation avg acc: 0.756294
Train: 23, time: 7.662689, loss: 1.845452, train acc: 0.781018, train avg acc: 0.672829
Validation: 23, time: 7.662689, loss: 1.673296, validation acc: 0.854821, validation avg acc: 0.766556
Train: 24, time: 7.674603, loss: 1.839317, train acc: 0.784619, train avg acc: 0.678659
Validation: 24, time: 7.674603, loss: 1.657070, validation acc: 0.861863, validation avg acc: 0.775160
Train: 25, time: 7.751733, loss: 1.827403, train acc: 0.791357, train avg acc: 0.687268
Validation: 25, time: 7.751733, loss: 1.658462, validation acc: 0.867281, validation avg acc: 0.771956
Train: 26, time: 7.609003, loss: 1.828632, train acc: 0.787523, train avg acc: 0.676411
Validation: 26, time: 7.609003, loss: 1.655436, validation acc: 0.859155, validation avg acc: 0.762979
Train: 27, time: 7.756837, loss: 1.825597, train acc: 0.794726, train avg acc: 0.689999
Validation: 27, time: 7.756837, loss: 1.645581, validation acc: 0.868906, validation avg acc: 0.790493
Train: 28, time: 7.427668, loss: 1.815832, train acc: 0.793680, train avg acc: 0.690995
Validation: 28, time: 7.427668, loss: 1.649640, validation acc: 0.853196, validation avg acc: 0.763306
Train: 29, time: 7.631509, loss: 1.807788, train acc: 0.799257, train avg acc: 0.699150
Validation: 29, time: 7.631509, loss: 1.636684, validation acc: 0.872156, validation avg acc: 0.786189
Train: 30, time: 7.585557, loss: 1.805927, train acc: 0.799257, train avg acc: 0.697941
Validation: 30, time: 7.585557, loss: 1.637239, validation acc: 0.869447, validation avg acc: 0.782259
Train: 31, time: 7.811490, loss: 1.803638, train acc: 0.799373, train avg acc: 0.701954
Validation: 31, time: 7.811490, loss: 1.628725, validation acc: 0.862947, validation avg acc: 0.780596
Train: 32, time: 7.728627, loss: 1.795706, train acc: 0.800767, train avg acc: 0.697765
Validation: 32, time: 7.728627, loss: 1.636815, validation acc: 0.861863, validation avg acc: 0.768579
Train: 33, time: 7.641140, loss: 1.797579, train acc: 0.804484, train avg acc: 0.703564
Validation: 33, time: 7.641140, loss: 1.620992, validation acc: 0.869447, validation avg acc: 0.790064
Train: 34, time: 7.747669, loss: 1.784970, train acc: 0.807853, train avg acc: 0.709189
Validation: 34, time: 7.747669, loss: 1.618734, validation acc: 0.872156, validation avg acc: 0.798697
Train: 35, time: 7.707333, loss: 1.787412, train acc: 0.802509, train avg acc: 0.701919
Validation: 35, time: 7.707333, loss: 1.618991, validation acc: 0.863489, validation avg acc: 0.773619
Train: 36, time: 7.723211, loss: 1.792356, train acc: 0.802161, train avg acc: 0.706358
Validation: 36, time: 7.723211, loss: 1.639893, validation acc: 0.864030, validation avg acc: 0.780875
Train: 37, time: 7.471540, loss: 1.786707, train acc: 0.804600, train avg acc: 0.708731
Validation: 37, time: 7.471540, loss: 1.612544, validation acc: 0.870531, validation avg acc: 0.790271
Train: 38, time: 7.594296, loss: 1.773428, train acc: 0.811454, train avg acc: 0.719373
Validation: 38, time: 7.594296, loss: 1.632369, validation acc: 0.866197, validation avg acc: 0.800253
Train: 39, time: 7.811574, loss: 1.771419, train acc: 0.812384, train avg acc: 0.716974
Validation: 39, time: 7.811574, loss: 1.629650, validation acc: 0.878115, validation avg acc: 0.799432
Train: 40, time: 7.641359, loss: 1.774648, train acc: 0.804484, train avg acc: 0.705868
Validation: 40, time: 7.641359, loss: 1.609132, validation acc: 0.877031, validation avg acc: 0.807131
Train: 41, time: 7.652756, loss: 1.767118, train acc: 0.809363, train avg acc: 0.711564
Validation: 41, time: 7.652756, loss: 1.624327, validation acc: 0.865655, validation avg acc: 0.791630
