epoch,train_loss,train_acc,train_avg_acc,validation_loss,validation_acc,validation_avg_acc,time
0, 3.4493437652856533, 0.1307218309859155, 0.13079502734107998, 3.008265357105342, 0.42741061755146265, 0.38687394922238943, 4.136549472808838
1, 3.0966380045447552, 0.26100352112676056, 0.2607545853269537, 2.6640226197785184, 0.5390032502708559, 0.46394948084728516, 3.9320149421691895
2, 2.919947600700486, 0.3340669014084507, 0.33455513784461155, 2.4785475586243337, 0.5763813651137595, 0.5316876991528303, 3.9812047481536865
3, 2.8108188803766816, 0.375, 0.37529761904761905, 2.369626281320855, 0.628385698808234, 0.5774198901925401, 3.8281824588775635
4, 2.737216617020083, 0.4102112676056338, 0.4103263841421736, 2.2500209482881126, 0.6836403033586133, 0.6239940119981524, 4.203542232513428
5, 2.6356041867968063, 0.44278169014084506, 0.4424420426065163, 2.1804538873525767, 0.66738894907909, 0.606310893565714, 3.7826929092407227
6, 2.575828881330893, 0.4744718309859155, 0.4743774208247892, 2.1532028081745134, 0.7009750812567714, 0.656486254742944, 3.792815685272217
7, 2.525141910767891, 0.5008802816901409, 0.5009006892230576, 2.069915745653543, 0.7145178764897074, 0.6673919223049596, 3.8786473274230957
8, 2.497774342416038, 0.4982394366197183, 0.49856672932330826, 2.026781335553782, 0.7486457204767064, 0.6782562689228222, 4.0717339515686035
9, 2.4475163775430597, 0.5105633802816901, 0.5106227215766689, 2.026753560951704, 0.7248104008667389, 0.6809171308038218, 3.7602622509002686
10, 2.4384411556619994, 0.522887323943662, 0.5229620927318296, 2.0056040281851657, 0.7551462621885157, 0.6967541392742299, 3.668281078338623
11, 2.3873549011391653, 0.542693661971831, 0.5426535087719299, 1.9697362708890425, 0.7426868905742146, 0.6861962714985739, 3.884451150894165
12, 2.3571832784464664, 0.5558978873239436, 0.5563660571884256, 1.9555031548083668, 0.7481040086673889, 0.6923714090632356, 3.890460252761841
13, 2.3231643555869517, 0.579225352112676, 0.57890820802005, 1.9048869705406841, 0.7751895991332611, 0.704817155861807, 4.151623010635376
14, 2.304209997956182, 0.5787852112676056, 0.5787045739348371, 1.9343069663931205, 0.7611050920910076, 0.7164530388897985, 3.780858039855957
15, 2.2762961320474115, 0.5950704225352113, 0.5950344611528823, 1.9364388404920585, 0.7567713976164681, 0.7225043137931457, 3.685736656188965
16, 2.2713643967265815, 0.6087147887323944, 0.6088972431077695, 1.8846679968539453, 0.7735644637053087, 0.7106680111557603, 3.7738850116729736
17, 2.275639037011375, 0.5831866197183099, 0.5835447994987468, 1.899963556751528, 0.7654387865655471, 0.7174776804064843, 3.6758480072021484
18, 2.2251629090644944, 0.6294014084507042, 0.6295508658008658, 1.869980518892811, 0.7914409534127844, 0.7367352322911189, 3.694270610809326
19, 2.2360079322062747, 0.6144366197183099, 0.6140948963317384, 1.8580322939809715, 0.7984832069339112, 0.7466489249722722, 3.866157293319702
20, 2.189787491946153, 0.6122359154929577, 0.6123981829573936, 1.8597725841619341, 0.7979414951245937, 0.753374358452489, 4.211232900619507
21, 2.196846579162168, 0.6197183098591549, 0.6197916666666666, 1.8559173109213682, 0.7903575297941495, 0.7328418461323276, 3.828065872192383
22, 2.1697602926845283, 0.6289612676056338, 0.6289317042606516, 1.8805420858500967, 0.7778981581798483, 0.7308102961292736, 3.7073545455932617
23, 2.178312442672085, 0.6258802816901409, 0.6260544827979039, 1.8545436984410395, 0.7892741061755146, 0.7366041025819688, 3.6885011196136475
24, 2.1417027493597756, 0.6487676056338029, 0.6489727158806107, 1.8352122552216634, 0.8022751895991332, 0.7456820040454739, 3.8787295818328857
25, 2.1551927193789413, 0.6452464788732394, 0.6452224310776942, 1.8600481313331414, 0.7925243770314193, 0.7490888905330666, 3.7004458904266357
26, 2.1440877175666917, 0.6465669014084507, 0.6467575187969924, 1.8437220474234899, 0.7865655471289275, 0.7426767413825491, 3.605583906173706
27, 2.1308536025839793, 0.6566901408450704, 0.6569235588972431, 1.8161481286955035, 0.8039003250270856, 0.7326984899695794, 3.7508761882781982
28, 2.1334586177073733, 0.6456866197183099, 0.6456583219412166, 1.8425704407407817, 0.7973997833152763, 0.7503904819661884, 3.978058338165283
29, 2.1195513648046576, 0.6549295774647887, 0.6549577067669172, 1.813743653044282, 0.8087757313109426, 0.758151678745467, 3.712059259414673
30, 2.1088238282942435, 0.6668133802816901, 0.6670209614946457, 1.8252461269126554, 0.7946912242686891, 0.7465000228578736, 3.719566822052002
31, 2.1132806539535522, 0.6580105633802817, 0.6582706766917293, 1.8284629917868038, 0.8001083423618635, 0.7537897128894824, 3.6703615188598633
32, 2.0968157926075897, 0.6694542253521126, 0.6697513670539987, 1.808104994495925, 0.8049837486457205, 0.7675752533966786, 3.7030105590820312
33, 2.080975070805617, 0.670774647887324, 0.6705865516062884, 1.7911044182265954, 0.8163596966413867, 0.7683371389451896, 3.7496542930603027
34, 2.0807400471727613, 0.676056338028169, 0.6763548074732285, 1.8090456332829765, 0.80931744312026, 0.7634502534673466, 3.954484224319458
35, 2.068469782950173, 0.6826584507042254, 0.6825422932330827, 1.8155716936611535, 0.7946912242686891, 0.7591758135370591, 3.9720654487609863
36, 2.0653202936682904, 0.6852992957746479, 0.6853305137844611, 1.8304556862633767, 0.8055254604550379, 0.7572843368141176, 3.7992677688598633
37, 2.050320286146352, 0.6967429577464789, 0.6966322055137845, 1.8465778365295344, 0.7849404117009751, 0.7543518774850722, 3.9488766193389893
38, 2.046043296934853, 0.6910211267605634, 0.6907424812030076, 1.7861654655130041, 0.8217768147345612, 0.765585988927822, 3.8204004764556885
39, 2.063925440882293, 0.667693661971831, 0.6679329004329004, 1.7799648621229542, 0.814192849404117, 0.7652781989053097, 4.26665735244751
40, 2.040489054061997, 0.6954225352112676, 0.6952494873547506, 1.8344109396764026, 0.7984832069339112, 0.7536609563470967, 3.7944204807281494
41, 2.0523932114453385, 0.6804577464788732, 0.6800770391888813, 1.7719830237127203, 0.8201516793066089, 0.7667636125922302, 3.7087810039520264
42, 2.0181602088498396, 0.7015845070422535, 0.7018796992481203, 1.771816694465257, 0.8271939328277357, 0.7801222680294763, 3.6576759815216064
43, 2.023208497275769, 0.6976232394366197, 0.6977052005012532, 1.765274909568117, 0.8374864572047671, 0.7978000684486817, 3.8732354640960693
44, 2.0373945857437565, 0.6910211267605634, 0.691188909774436, 1.7638029925613983, 0.8212351029252438, 0.7732893139738022, 3.8321447372436523
45, 2.014757685258355, 0.7024647887323944, 0.7020520050125313, 1.8046255943447125, 0.8228602383531961, 0.774031433900271, 3.8027052879333496
46, 2.001386676036136, 0.7007042253521126, 0.7008841706539075, 1.7824868175603716, 0.8179848320693391, 0.7753450374612296, 3.8435938358306885
47, 2.004206650693652, 0.7086267605633803, 0.7083259284575074, 1.7612319752041206, 0.8320693391115926, 0.7925260217161321, 4.018117904663086
48, 2.007015350838782, 0.698943661971831, 0.6987468671679198, 1.7764434323667317, 0.8147345612134345, 0.7776091138743834, 3.722435712814331
49, 1.9961802757961649, 0.7068661971830986, 0.7069268341307815, 1.766625724272764, 0.8158179848320694, 0.7805956735410526, 3.853132486343384
50, 2.010810351707566, 0.7068661971830986, 0.7071350250626566, 1.7849794271062023, 0.8131094257854822, 0.7799387791024486, 3.8661763668060303
51, 1.9876903849588314, 0.7121478873239436, 0.7120535714285714, 1.756432598616165, 0.8212351029252438, 0.7743174838674137, 4.110859632492065
52, 2.0025254689471823, 0.7077464788732394, 0.7075823080428344, 1.7769502401351929, 0.823943661971831, 0.7810624378139988, 3.7573282718658447
53, 1.9719946451590096, 0.7257922535211268, 0.7255795739348371, 1.7498143222970022, 0.8369447453954496, 0.7911682760039047, 3.7914204597473145
54, 1.9943205470770178, 0.7068661971830986, 0.7070933014354066, 1.7845254938884003, 0.8179848320693391, 0.7759265720158053, 3.731656551361084
55, 1.977793189841257, 0.7231514084507042, 0.7230002563226247, 1.7717977841006327, 0.8185265438786565, 0.7726933906974239, 3.6634535789489746
56, 1.971941224286254, 0.7266725352112676, 0.7265581567555252, 1.7450987593970086, 0.8299024918743229, 0.7941815893534281, 4.045050859451294
57, 1.9822459489526882, 0.7183098591549296, 0.7181870870357713, 1.7259644353893442, 0.843445287107259, 0.7917289507845995, 3.671015977859497
58, 1.9673362919982051, 0.7337147887323944, 0.7335769980506822, 1.7471300491403268, 0.83261105092091, 0.7919644317346484, 3.6924808025360107
59, 1.957137517526116, 0.7231514084507042, 0.7227913533834587, 1.7497144382152372, 0.8234019501625135, 0.7767149997358229, 3.8588027954101562
60, 1.9605599037358459, 0.7359154929577465, 0.7360197368421052, 1.7544762141526327, 0.8169014084507042, 0.7811867424338714, 3.8437283039093018
61, 1.949225021080232, 0.727112676056338, 0.7268013784461151, 1.741847087476778, 0.8358613217768147, 0.7802219019879844, 4.001600503921509
62, 1.9492097421431205, 0.7420774647887324, 0.7424803485987697, 1.7405825314774932, 0.8418201516793066, 0.7968482805697394, 3.736889362335205
63, 1.9610288546118937, 0.7293133802816901, 0.7292082478924584, 1.747115178717823, 0.828819068255688, 0.791812326950775, 4.070351839065552
64, 1.9762687851005876, 0.7235915492957746, 0.7235510651629073, 1.7591712545857785, 0.8212351029252438, 0.7831307417491891, 3.7879652976989746
65, 1.9783613681793213, 0.71875, 0.7188489690134426, 1.7619513681366281, 0.8217768147345612, 0.7772308361323297, 4.137312889099121
