PointNet(
  (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv2): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv3): Conv1d(64, 64, kernel_size=(1,), stride=(1,), bias=False)
  (conv4): Conv1d(64, 128, kernel_size=(1,), stride=(1,), bias=False)
  (conv5): Conv1d(128, 1024, kernel_size=(1,), stride=(1,), bias=False)
  (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn3): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn4): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear1): Linear(in_features=1024, out_features=512, bias=False)
  (bn6): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dp1): Dropout(p=0.5, inplace=False)
  (linear2): Linear(in_features=512, out_features=40, bias=True)
)
Train: 0, time: 7.023786, loss: 2.892238, train acc: 0.372677, train avg acc: 0.206035
Validation: 0, time: 7.023786, loss: 2.312585, validation acc: 0.583965, validation avg acc: 0.384352
Train: 1, time: 7.323942, loss: 2.460444, train acc: 0.534387, train avg acc: 0.350386
Validation: 1, time: 7.323942, loss: 2.092038, validation acc: 0.665222, validation avg acc: 0.481875
Train: 2, time: 7.261767, loss: 2.304337, train acc: 0.593518, train avg acc: 0.424718
Validation: 2, time: 7.261767, loss: 1.970702, validation acc: 0.736186, validation avg acc: 0.568575
Train: 3, time: 6.913699, loss: 2.207541, train acc: 0.637082, train avg acc: 0.474588
Validation: 3, time: 6.913699, loss: 1.900284, validation acc: 0.758938, validation avg acc: 0.614184
Train: 4, time: 6.947746, loss: 2.141660, train acc: 0.659851, train avg acc: 0.505570
Validation: 4, time: 6.947746, loss: 1.866349, validation acc: 0.760022, validation avg acc: 0.613116
Train: 5, time: 7.039346, loss: 2.097741, train acc: 0.678206, train avg acc: 0.528567
Validation: 5, time: 7.039346, loss: 1.838531, validation acc: 0.769772, validation avg acc: 0.624896
Train: 6, time: 6.908020, loss: 2.053003, train acc: 0.703299, train avg acc: 0.567800
Validation: 6, time: 6.908020, loss: 1.811594, validation acc: 0.785482, validation avg acc: 0.648309
Train: 7, time: 7.059444, loss: 2.029475, train acc: 0.701673, train avg acc: 0.563810
Validation: 7, time: 7.059444, loss: 1.805980, validation acc: 0.793066, validation avg acc: 0.668611
Train: 8, time: 6.970949, loss: 2.010238, train acc: 0.714103, train avg acc: 0.574175
Validation: 8, time: 6.970949, loss: 1.801340, validation acc: 0.805525, validation avg acc: 0.689706
Train: 9, time: 7.084841, loss: 1.979532, train acc: 0.722932, train avg acc: 0.588770
Validation: 9, time: 7.084841, loss: 1.748920, validation acc: 0.821235, validation avg acc: 0.727885
Train: 10, time: 6.988798, loss: 1.966280, train acc: 0.736757, train avg acc: 0.610381
Validation: 10, time: 6.988798, loss: 1.734948, validation acc: 0.825027, validation avg acc: 0.715369
Train: 11, time: 7.052932, loss: 1.947560, train acc: 0.740590, train avg acc: 0.612319
Validation: 11, time: 7.052932, loss: 1.728180, validation acc: 0.829902, validation avg acc: 0.731133
Train: 12, time: 6.872523, loss: 1.928807, train acc: 0.748722, train avg acc: 0.625270
Validation: 12, time: 6.872523, loss: 1.734869, validation acc: 0.827736, validation avg acc: 0.720309
Train: 13, time: 7.078617, loss: 1.921547, train acc: 0.751046, train avg acc: 0.625131
Validation: 13, time: 7.078617, loss: 1.720872, validation acc: 0.841278, validation avg acc: 0.733223
Train: 14, time: 7.472480, loss: 1.914795, train acc: 0.753137, train avg acc: 0.632627
Validation: 14, time: 7.472480, loss: 1.707765, validation acc: 0.830444, validation avg acc: 0.720277
Train: 15, time: 7.282363, loss: 1.895659, train acc: 0.761733, train avg acc: 0.641886
Validation: 15, time: 7.282363, loss: 1.699329, validation acc: 0.833694, validation avg acc: 0.725462
Train: 16, time: 7.364914, loss: 1.893016, train acc: 0.760920, train avg acc: 0.639976
Validation: 16, time: 7.364914, loss: 1.721146, validation acc: 0.834778, validation avg acc: 0.730392
Train: 17, time: 7.366176, loss: 1.879108, train acc: 0.767658, train avg acc: 0.649150
Validation: 17, time: 7.366176, loss: 1.675460, validation acc: 0.855363, validation avg acc: 0.767939
Train: 18, time: 7.155831, loss: 1.867072, train acc: 0.771840, train avg acc: 0.661045
Validation: 18, time: 7.155831, loss: 1.681625, validation acc: 0.846154, validation avg acc: 0.757942
Train: 19, time: 7.506296, loss: 1.869813, train acc: 0.775558, train avg acc: 0.666675
Validation: 19, time: 7.506296, loss: 1.674972, validation acc: 0.851029, validation avg acc: 0.747283
Train: 20, time: 6.996232, loss: 1.858034, train acc: 0.774280, train avg acc: 0.659680
Validation: 20, time: 6.996232, loss: 1.662710, validation acc: 0.871614, validation avg acc: 0.804464
Train: 21, time: 6.731623, loss: 1.851898, train acc: 0.776255, train avg acc: 0.666548
Validation: 21, time: 6.731623, loss: 1.676724, validation acc: 0.858072, validation avg acc: 0.763732
Train: 22, time: 7.229310, loss: 1.849841, train acc: 0.781715, train avg acc: 0.672852
Validation: 22, time: 7.229310, loss: 1.650269, validation acc: 0.859155, validation avg acc: 0.770171
Train: 23, time: 7.144951, loss: 1.848526, train acc: 0.778927, train avg acc: 0.668634
Validation: 23, time: 7.144951, loss: 1.677311, validation acc: 0.854821, validation avg acc: 0.780216
Train: 24, time: 7.102488, loss: 1.838364, train acc: 0.788336, train avg acc: 0.680191
Validation: 24, time: 7.102488, loss: 1.670847, validation acc: 0.856988, validation avg acc: 0.756746
Train: 25, time: 7.047545, loss: 1.825098, train acc: 0.792286, train avg acc: 0.688000
Validation: 25, time: 7.047545, loss: 1.676839, validation acc: 0.856988, validation avg acc: 0.758032
Train: 26, time: 7.278095, loss: 1.825727, train acc: 0.788453, train avg acc: 0.677255
Validation: 26, time: 7.278095, loss: 1.638864, validation acc: 0.860780, validation avg acc: 0.781191
Train: 27, time: 7.512515, loss: 1.819243, train acc: 0.796120, train avg acc: 0.690455
Validation: 27, time: 7.512515, loss: 1.633314, validation acc: 0.861322, validation avg acc: 0.772691
Train: 28, time: 7.421461, loss: 1.814967, train acc: 0.793796, train avg acc: 0.690530
Validation: 28, time: 7.421461, loss: 1.645577, validation acc: 0.865655, validation avg acc: 0.777298
Train: 29, time: 7.510523, loss: 1.812747, train acc: 0.791589, train avg acc: 0.689549
Validation: 29, time: 7.510523, loss: 1.639487, validation acc: 0.861863, validation avg acc: 0.780945
Train: 30, time: 7.324748, loss: 1.803749, train acc: 0.803555, train avg acc: 0.702246
Validation: 30, time: 7.324748, loss: 1.641268, validation acc: 0.864030, validation avg acc: 0.785394
Train: 31, time: 7.536070, loss: 1.798144, train acc: 0.802625, train avg acc: 0.703215
Validation: 31, time: 7.536070, loss: 1.629725, validation acc: 0.864030, validation avg acc: 0.776918
Train: 32, time: 7.406158, loss: 1.800309, train acc: 0.799024, train avg acc: 0.697673
Validation: 32, time: 7.406158, loss: 1.636444, validation acc: 0.867281, validation avg acc: 0.794379
Train: 33, time: 7.216234, loss: 1.788706, train acc: 0.801348, train avg acc: 0.701641
Validation: 33, time: 7.216234, loss: 1.626026, validation acc: 0.871073, validation avg acc: 0.795963
Train: 34, time: 6.997978, loss: 1.790088, train acc: 0.802625, train avg acc: 0.708341
Validation: 34, time: 6.997978, loss: 1.635732, validation acc: 0.871073, validation avg acc: 0.801245
Train: 35, time: 7.114998, loss: 1.783599, train acc: 0.808899, train avg acc: 0.708079
Validation: 35, time: 7.114998, loss: 1.632194, validation acc: 0.873239, validation avg acc: 0.806316
Train: 36, time: 7.042361, loss: 1.778019, train acc: 0.808202, train avg acc: 0.710200
Validation: 36, time: 7.042361, loss: 1.625285, validation acc: 0.875406, validation avg acc: 0.805944
Train: 37, time: 6.866122, loss: 1.778379, train acc: 0.808318, train avg acc: 0.711287
Validation: 37, time: 6.866122, loss: 1.621253, validation acc: 0.876490, validation avg acc: 0.796010
Train: 38, time: 6.917018, loss: 1.782081, train acc: 0.805181, train avg acc: 0.710483
Validation: 38, time: 6.917018, loss: 1.616268, validation acc: 0.869447, validation avg acc: 0.787491
Train: 39, time: 7.178933, loss: 1.777041, train acc: 0.807388, train avg acc: 0.711358
Validation: 39, time: 7.178933, loss: 1.622244, validation acc: 0.874865, validation avg acc: 0.806183
Train: 40, time: 6.878755, loss: 1.768124, train acc: 0.813662, train avg acc: 0.720192
Validation: 40, time: 6.878755, loss: 1.631053, validation acc: 0.870531, validation avg acc: 0.782276
Train: 41, time: 7.157968, loss: 1.768057, train acc: 0.815404, train avg acc: 0.722870
Validation: 41, time: 7.157968, loss: 1.621139, validation acc: 0.874865, validation avg acc: 0.779714
